date,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain
2010-02-21 2:00:00,233,-6,-2,1011,cv,3.57,0,0
2010-02-21 3:00:00,235,-6,-2,1011,NW,0.89,0,0
2010-02-21 4:00:00,214,-7,-2,1011,NW,2.68,0,0
2010-02-21 5:00:00,205,-8,-3,1011,NW,4.47,0,0
2010-02-21 6:00:00,206,-8,-5,1011,NW,7.6,0,0
2010-02-21 7:00:00,220,-7,-3,1012,NW,9.39,0,0
2010-02-21 8:00:00,191,-6,-1,1013,NW,12.52,0,0
2010-02-21 9:00:00,189,-6,3,1014,NW,17.44,0,0
2010-02-21 10:00:00,109,-8,6,1014,NW,22.36,0,0
2010-02-21 11:00:00,65,-8,10,1014,NW,25.49,0,0
2010-02-21 12:00:00,35,-13,12,1014,NW,31.3,0,0
2010-02-21 13:00:00,35,-15,13,1013,NW,36.22,0,0
2010-02-21 14:00:00,27,-15,14,1012,NW,42.03,0,0
2010-02-21 15:00:00,36,-15,14,1012,NW,47.84,0,0
2010-02-21 16:00:00,30,-15,14,1012,NW,51.86,0,0
2010-02-21 17:00:00,23,-15,12,1013,NE,3.13,0,0
2010-02-21 18:00:00,20,-15,9,1014,cv,0.89,0,0
2010-02-21 19:00:00,30,-13,4,1015,cv,1.78,0,0
2010-02-21 20:00:00,69,-13,4,1016,cv,2.67,0,0
2010-02-21 21:00:00,99,-12,4,1017,SE,1.79,0,0
2010-02-21 22:00:00,117,-3,2,1018,SE,7.6,0,0
2010-02-21 23:00:00,154,-6,1,1019,SE,11.62,0,0
2010-02-22 0:00:00,154,-6,-1,1020,cv,0.89,0,0
2010-02-22 1:00:00,136,-5,0,1021,cv,1.34,0,0
2010-02-22 2:00:00,143,-6,-2,1021,SE,1.79,0,0
2010-02-22 3:00:00,132,-7,-1,1021,SE,4.92,0,0
2010-02-22 4:00:00,100,-8,-3,1021,SE,6.71,0,0
2010-02-22 5:00:00,89,-8,-3,1021,SE,8.5,0,0
2010-02-22 6:00:00,90,-7,-3,1021,SE,10.29,0,0
2010-02-22 7:00:00,90,-8,-4,1021,SE,12.08,0,0
2010-02-22 8:00:00,99,-7,-2,1022,SE,15.21,0,0
2010-02-22 9:00:00,92,-7,-1,1022,SE,19.23,0,0
2010-02-22 10:00:00,80,-8,0,1022,SE,23.25,0,0
2010-02-22 11:00:00,56,-9,2,1022,SE,26.38,0,0
2010-02-22 12:00:00,60,-10,3,1020,SE,31.3,0,0
2010-02-22 13:00:00,72,-10,3,1019,SE,34.43,0,0
2010-02-22 14:00:00,76,-10,4,1018,SE,38.45,0,0
2010-02-22 15:00:00,79,-10,5,1017,SE,42.47,0,0
2010-02-22 16:00:00,84,-10,4,1016,SE,45.6,0,0
2010-02-22 17:00:00,92,-9,3,1015,SE,48.73,0,0
2010-02-22 18:00:00,100,-8,2,1015,SE,49.62,0,0
2010-02-22 19:00:00,95,-7,0,1015,SE,51.41,0,0
2010-02-22 20:00:00,81,-7,-1,1014,cv,0.89,0,0
2010-02-22 21:00:00,95,-7,0,1014,SE,3.13,0,0
2010-02-22 22:00:00,87,-6,-1,1014,SE,4.92,0,0
2010-02-22 23:00:00,86,-7,-2,1014,cv,0.89,0,0
2010-02-23 0:00:00,90,-7,-4,1013,NE,0.89,0,0
2010-02-23 1:00:00,111,-6,-4,1013,SE,0.89,0,0
2010-02-23 2:00:00,104,-7,-4,1012,cv,0.89,0,0
2010-02-23 3:00:00,129,-8,-5,1012,cv,1.78,0,0
2010-02-23 4:00:00,117,-7,-5,1011,cv,2.23,0,0
2010-02-23 5:00:00,105,-8,-6,1011,NE,0.89,0,0
2010-02-23 6:00:00,112,-7,-6,1010,NW,1.79,0,0
2010-02-23 7:00:00,130,-8,-6,1010,NW,3.58,0,0
2010-02-23 8:00:00,134,-6,-4,1010,cv,0.89,0,0
2010-02-23 9:00:00,136,-5,-1,1010,cv,1.78,0,0
2010-02-23 10:00:00,142,-6,0,1009,NW,1.79,0,0
2010-02-23 11:00:00,150,-7,2,1008,cv,0.89,0,0
2010-02-23 12:00:00,148,-7,4,1007,cv,1.78,0,0
2010-02-23 13:00:00,160,-7,5,1006,SE,1.79,0,0
2010-02-23 14:00:00,179,-7,6,1004,cv,0.89,0,0
2010-02-23 15:00:00,183,-6,7,1003,cv,1.78,0,0
2010-02-23 16:00:00,191,-6,7,1003,SE,1.79,0,0
2010-02-23 17:00:00,195,-6,7,1003,SE,3.58,0,0
2010-02-23 18:00:00,196,-6,5,1003,SE,4.47,0,0
2010-02-23 19:00:00,218,-7,3,1003,cv,0.89,0,0
2010-02-23 20:00:00,246,-6,2,1003,NW,1.79,0,0
2010-02-23 21:00:00,264,-6,0,1004,SE,0.89,0,0
2010-02-23 22:00:00,274,-5,0,1004,cv,0.45,0,0
2010-02-23 23:00:00,282,-6,-1,1004,cv,1.34,0,0
2010-02-24 0:00:00,283,-6,-1,1003,NW,1.79,0,0
2010-02-24 1:00:00,242,-6,0,1003,NW,3.58,0,0
2010-02-24 2:00:00,227,-5,-1,1003,cv,0.89,0,0
2010-02-24 3:00:00,223,-6,1,1003,cv,1.78,0,0
2010-02-24 4:00:00,227,-6,-1,1002,NW,1.79,0,0
2010-02-24 5:00:00,227,-5,-2,1003,NW,3.58,0,0
2010-02-24 6:00:00,237,-5,-2,1003,NW,6.71,0,0
2010-02-24 7:00:00,243,-5,-1,1003,NW,9.84,0,0
2010-02-24 8:00:00,262,-5,0,1004,NW,12.97,0,0
2010-02-24 9:00:00,296,-5,3,1004,NW,16.99,0,0
2010-02-24 10:00:00,301,-4,5,1004,NW,21.01,0,0
2010-02-24 11:00:00,302,-4,6,1004,NW,25.03,0,0
2010-02-24 12:00:00,311,-4,7,1004,NW,29.05,0,0
2010-02-24 13:00:00,307,-2,10,1003,NW,33.97,0,0
2010-02-24 14:00:00,312,-2,11,1002,NW,37.1,0,0
2010-02-24 15:00:00,298,-2,11,1002,cv,0.89,0,0
2010-02-24 16:00:00,292,-1,11,1003,cv,1.78,0,0
2010-02-24 17:00:00,299,0,10,1003,SE,1.79,0,0
2010-02-24 18:00:00,353,0,8,1005,SE,4.92,0,0
2010-02-24 19:00:00,368,2,6,1006,cv,0.89,0,0
2010-02-24 20:00:00,309,3,7,1007,SE,1.79,0,0
2010-02-24 21:00:00,284,3,6,1008,SE,3.58,0,0
2010-02-24 22:00:00,244,2,6,1009,SE,6.71,0,0
2010-02-24 23:00:00,218,3,5,1010,cv,0.89,0,0
2010-02-25 0:00:00,164,2,4,1010,cv,1.78,0,0
2010-02-25 1:00:00,153,1,3,1011,cv,2.67,0,0
2010-02-25 2:00:00,135,1,3,1012,cv,3.12,0,0
2010-02-25 3:00:00,134,1,3,1012,cv,4.01,0,0
2010-02-25 4:00:00,139,0,2,1012,NE,0.89,0,0
2010-02-25 5:00:00,148,0,1,1013,NW,0.89,0,0
2010-02-25 6:00:00,210,-1,0,1014,NW,2.68,0,0
2010-02-25 7:00:00,218,-3,-2,1014,NW,4.47,0,0
2010-02-25 8:00:00,253,-1,0,1016,SE,1.79,0,0
2010-02-25 9:00:00,266,1,2,1017,SE,2.68,0,0
2010-02-25 10:00:00,241,0,5,1017,SE,6.7,0,0
2010-02-25 11:00:00,235,0,7,1017,SE,11.62,0,0
2010-02-25 12:00:00,237,-1,7,1017,SE,16.54,0,0
2010-02-25 13:00:00,248,-2,8,1017,SE,21.46,0,0
2010-02-25 14:00:00,180,-2,8,1016,SE,26.38,0,0
2010-02-25 15:00:00,176,-1,6,1016,SE,30.4,0,0
2010-02-25 16:00:00,165,-1,6,1016,SE,35.32,0,0
2010-02-25 17:00:00,138,-1,6,1017,SE,39.34,0,0
2010-02-25 18:00:00,136,-2,6,1017,SE,42.47,0,0
2010-02-25 19:00:00,136,-2,5,1018,SE,45.6,0,0
2010-02-25 20:00:00,130,-2,5,1018,SE,47.39,0,0
2010-02-25 21:00:00,118,-6,4,1019,SE,54.54,0,0
2010-02-25 22:00:00,56,-7,3,1019,SE,59.46,0,0
2010-02-25 23:00:00,55,-6,2,1020,SE,63.48,0,0
2010-02-26 0:00:00,52,-7,1,1020,SE,66.61,0,0
2010-02-26 1:00:00,46,-7,0,1020,SE,69.74,0,0
2010-02-26 2:00:00,46,-6,0,1021,SE,71.53,0,0
2010-02-26 3:00:00,45,-6,0,1021,SE,73.32,0,0
2010-02-26 4:00:00,51,-5,0,1020,SE,75.11,0,0
2010-02-26 5:00:00,53,-5,0,1021,SE,76.9,0,0
2010-02-26 6:00:00,50,-5,0,1021,SE,78.69,0,0
2010-02-26 7:00:00,46,-5,0,1021,SE,79.58,0,0
2010-02-26 8:00:00,58,-6,0,1022,SE,81.37,0,0
2010-02-26 9:00:00,75,-6,1,1022,cv,0.89,0,0
2010-02-26 10:00:00,72,-6,2,1022,SE,1.79,0,0
2010-02-26 11:00:00,82,-6,3,1022,cv,0.89,0,0
2010-02-26 12:00:00,81,-6,4,1021,cv,1.78,0,0
2010-02-26 13:00:00,91,-6,5,1021,cv,3.57,0,0
2010-02-26 14:00:00,93,-6,5,1020,SE,4.02,0,0
2010-02-26 15:00:00,90,-6,5,1020,SE,8.04,0,0
2010-02-26 16:00:00,79,-7,4,1020,SE,12.06,0,0
2010-02-26 17:00:00,79,-7,3,1020,SE,15.19,0,0
2010-02-26 18:00:00,70,-7,3,1020,SE,16.08,0,0
2010-02-26 19:00:00,70,-7,3,1021,SE,16.97,0,0
2010-02-26 20:00:00,84,-8,2,1021,SE,17.86,0,0
2010-02-26 21:00:00,103,-10,2,1021,SE,21.88,0,0
2010-02-26 22:00:00,95,-11,1,1022,SE,25.9,0,0
2010-02-26 23:00:00,66,-12,0,1021,SE,29.92,0,0
2010-02-27 0:00:00,38,-11,-1,1021,SE,33.05,0,0
2010-02-27 1:00:00,35,-13,-1,1021,SE,37.07,0,0
2010-02-27 2:00:00,30,-13,-1,1021,SE,40.2,0,0
2010-02-27 3:00:00,29,-13,-1,1021,SE,44.22,0,0
2010-02-27 4:00:00,31,-12,-1,1020,SE,47.35,0,0
2010-02-27 5:00:00,29,-6,-3,1021,SE,51.37,1,0
2010-02-27 6:00:00,31,-5,-4,1021,SE,53.16,2,0
2010-02-27 7:00:00,34,-5,-4,1021,SE,54.95,3,0
2010-02-27 8:00:00,52,-5,-4,1021,cv,0.89,4,0
2010-02-27 9:00:00,65,-5,-3,1021,SE,1.79,0,0
2010-02-27 10:00:00,89,-4,-2,1021,cv,0.89,0,0
2010-02-27 11:00:00,138,-4,-2,1021,cv,1.78,0,0
2010-02-27 12:00:00,77,-4,-1,1020,cv,2.67,0,0
2010-02-27 13:00:00,88,-4,-1,1019,SE,1.79,0,0
2010-02-27 14:00:00,95,-4,0,1018,SE,3.58,0,0
2010-02-27 15:00:00,105,-5,0,1017,SE,6.71,0,0
2010-02-27 16:00:00,101,-5,0,1017,SE,9.84,0,0
2010-02-27 17:00:00,102,-5,0,1017,SE,12.97,0,0
2010-02-27 18:00:00,103,-5,0,1017,SE,14.76,0,0
2010-02-27 19:00:00,105,-5,0,1017,SE,16.55,0,0
2010-02-27 20:00:00,98,-5,0,1018,cv,0.89,0,0
2010-02-27 21:00:00,124,-5,0,1018,SE,1.79,1,0
2010-02-27 22:00:00,112,-5,0,1019,cv,0.45,0,0
2010-02-27 23:00:00,123,-5,-1,1020,SE,0.89,0,0
2010-02-28 0:00:00,126,-4,-1,1020,NE,0.89,0,0
2010-02-28 1:00:00,114,-4,-1,1019,cv,0.45,0,0
2010-02-28 2:00:00,115,-4,-1,1019,cv,1.34,0,0
2010-02-28 3:00:00,128,-4,-2,1019,NE,0.89,0,0
2010-02-28 4:00:00,138,-6,-3,1019,cv,0.89,0,0
2010-02-28 5:00:00,145,-5,-2,1020,NW,1.79,0,0
2010-02-28 6:00:00,139,-4,-2,1020,NW,5.81,0,0
2010-02-28 7:00:00,119,-5,-1,1020,NW,9.83,0,0
2010-02-28 8:00:00,114,-4,-1,1021,NW,13.85,0,0
2010-02-28 9:00:00,78,-7,2,1023,NE,5.81,0,0
2010-02-28 10:00:00,80,-11,3,1023,NE,12.96,0,0
2010-02-28 11:00:00,37,-15,3,1023,NE,21.01,0,0
2010-02-28 12:00:00,20,-16,4,1024,NE,26.82,0,0
2010-02-28 13:00:00,20,-18,4,1023,NE,33.97,0,0
2010-02-28 14:00:00,14,-18,4,1023,NE,42.02,0,0
2010-02-28 15:00:00,13,-14,3,1022,NW,7.15,0,0
2010-02-28 16:00:00,16,-8,1,1023,NW,16.09,0,0
2010-02-28 17:00:00,15,-6,0,1023,NW,21.9,0,0
2010-02-28 18:00:00,21,-3,-2,1024,NW,26.82,1,0
2010-02-28 19:00:00,72,-3,-2,1025,NW,29.95,2,0
2010-02-28 20:00:00,85,-3,-2,1026,NW,33.08,3,0
2010-02-28 21:00:00,108,-3,-2,1026,NW,34.87,4,0
2010-02-28 22:00:00,128,-3,-2,1026,cv,0.89,5,0
2010-02-28 23:00:00,161,-3,-3,1027,SE,3.13,6,0
2010-03-01 0:00:00,69,-4,-3,1026,SE,7.15,7,0
2010-03-01 1:00:00,59,-5,-4,1026,SE,12.07,8,0
2010-03-01 2:00:00,42,-5,-4,1025,SE,15.2,9,0
2010-03-01 3:00:00,35,-5,-4,1025,SE,18.33,0,0
2010-03-01 4:00:00,35,-5,-5,1025,SE,20.12,0,0
2010-03-01 5:00:00,29,-5,-4,1025,SE,23.25,1,0
2010-03-01 6:00:00,25,-5,-4,1026,SE,25.04,2,0
2010-03-01 7:00:00,23,-5,-4,1025,SE,28.17,0,0
2010-03-01 8:00:00,17,-5,-4,1026,SE,29.96,0,0
2010-03-01 9:00:00,25,-5,-3,1026,SE,33.09,1,0
2010-03-01 10:00:00,39,-5,-2,1025,SE,36.22,0,0
2010-03-01 11:00:00,44,-5,-1,1024,SE,38.01,0,0
2010-03-01 12:00:00,51,-6,-2,1023,SE,39.8,0,0
2010-03-01 13:00:00,61,-6,-1,1022,SE,42.93,0,0
2010-03-01 14:00:00,70,-5,-1,1021,SE,46.06,0,0
2010-03-01 15:00:00,70,-5,-1,1021,SE,50.08,0,0
2010-03-01 16:00:00,65,-5,-1,1020,SE,53.21,0,0
2010-03-01 17:00:00,75,-5,-1,1020,SE,58.13,0,0
2010-03-01 18:00:00,86,-5,-2,1020,SE,63.05,1,0
2010-03-01 19:00:00,91,-5,-2,1020,SE,67.07,0,0
2010-03-01 20:00:00,95,-5,-2,1020,SE,70.2,0,0
2010-03-01 21:00:00,89,-5,-2,1019,SE,73.33,0,0
2010-03-01 22:00:00,96,-5,-2,1019,SE,77.35,0,0
2010-03-01 23:00:00,99,-5,-2,1019,SE,80.48,0,0
2010-03-02 0:00:00,101,-5,-2,1019,SE,82.27,0,0
2010-03-02 1:00:00,101,-5,-2,1019,cv,0.89,0,0
2010-03-02 2:00:00,108,-5,-2,1019,SE,0.89,0,0
2010-03-02 3:00:00,108,-5,-3,1018,cv,0.89,0,0
2010-03-02 4:00:00,115,-6,-5,1018,cv,1.78,0,0
2010-03-02 5:00:00,111,-7,-6,1018,NW,1.79,0,0
2010-03-02 6:00:00,120,-7,-6,1019,cv,0.89,0,0
2010-03-02 7:00:00,125,-8,-6,1020,cv,1.78,0,0
2010-03-02 8:00:00,138,-6,-5,1021,NW,1.79,0,0
2010-03-02 9:00:00,164,-4,0,1022,NW,4.92,0,0
2010-03-02 10:00:00,169,-7,2,1023,NW,12.07,0,0
2010-03-02 11:00:00,82,-9,4,1022,NW,20.12,0,0
2010-03-02 12:00:00,63,-9,6,1022,NW,28.17,0,0
2010-03-02 13:00:00,37,-11,6,1022,NW,36.22,0,0
2010-03-02 14:00:00,37,-12,7,1021,NW,44.27,0,0
2010-03-02 15:00:00,36,-12,8,1021,NW,52.32,0,0
2010-03-02 16:00:00,30,-13,8,1021,NW,60.37,0,0
2010-03-02 17:00:00,27,-12,8,1021,NW,65.29,0,0
2010-03-02 18:00:00,28,-13,7,1022,NW,69.31,0,0
2010-03-02 19:00:00,34,-12,7,1023,NW,72.44,0,0
2010-03-02 20:00:00,44,-12,5,1024,cv,0.89,0,0
2010-03-02 21:00:00,116,-11,5,1024,NW,1.79,0,0
2010-03-02 22:00:00,139,-6,3,1024,SE,3.13,0,0
2010-03-02 23:00:00,129,-6,0,1025,cv,0.89,0,0
2010-03-03 0:00:00,109,-6,3,1024,NW,1.79,0,0
2010-03-03 1:00:00,97,-5,0,1025,SE,0.89,0,0
2010-03-03 2:00:00,92,-5,-2,1025,cv,0.89,0,0
2010-03-03 3:00:00,158,-7,-1,1025,SE,4.02,0,0
2010-03-03 4:00:00,178,-8,-1,1024,SE,8.94,0,0
2010-03-03 5:00:00,135,-8,-1,1024,SE,12.96,0,0
2010-03-03 6:00:00,111,-8,-1,1024,SE,16.98,0,0
2010-03-03 7:00:00,114,-9,-2,1025,cv,0.89,0,0
2010-03-03 8:00:00,121,-7,-1,1025,SE,0.89,0,0
2010-03-03 9:00:00,126,-8,0,1026,cv,0.89,0,0
2010-03-03 10:00:00,133,-7,1,1026,SE,3.13,0,0
2010-03-03 11:00:00,146,-7,2,1025,SE,6.26,0,0
2010-03-03 12:00:00,165,-5,3,1025,SE,9.39,0,0
2010-03-03 13:00:00,202,-5,4,1023,SE,12.52,0,0
2010-03-03 14:00:00,230,-5,5,1022,SE,15.65,0,0
2010-03-03 15:00:00,247,-6,5,1021,SE,18.78,0,0
2010-03-03 16:00:00,236,-6,6,1021,SE,20.57,0,0
2010-03-03 17:00:00,227,-6,5,1020,SE,24.59,0,0
2010-03-03 18:00:00,224,-6,4,1019,cv,0.89,0,0
2010-03-03 19:00:00,187,-5,3,1020,SE,1.79,0,0
2010-03-03 20:00:00,150,-5,3,1020,SE,3.58,0,0
2010-03-03 21:00:00,144,-5,2,1020,cv,0.89,0,0
2010-03-03 22:00:00,123,-4,1,1020,cv,1.78,0,0
2010-03-03 23:00:00,134,-6,2,1020,SE,1.79,0,0
2010-03-04 0:00:00,98,-5,2,1019,SE,4.92,0,0
2010-03-04 1:00:00,101,-5,1,1019,SE,6.71,0,0
2010-03-04 2:00:00,108,-5,1,1018,SE,9.84,0,0
2010-03-04 3:00:00,126,-5,1,1017,SE,12.97,0,0
2010-03-04 4:00:00,125,-4,0,1016,cv,0.89,0,0
2010-03-04 5:00:00,121,-3,0,1015,NE,1.79,0,0
2010-03-04 6:00:00,123,-4,-1,1015,SE,1.79,0,0
2010-03-04 7:00:00,126,-4,-1,1015,SE,3.58,0,0
2010-03-04 8:00:00,131,-3,0,1016,SE,4.47,0,0
2010-03-04 9:00:00,126,-4,1,1016,SE,7.6,0,0
2010-03-04 10:00:00,156,-4,3,1016,SE,9.39,0,0
2010-03-04 11:00:00,187,-4,3,1015,SE,12.52,0,0
2010-03-04 12:00:00,220,-4,4,1015,SE,14.31,0,0
2010-03-04 13:00:00,237,-4,6,1014,SE,17.44,0,0
2010-03-04 14:00:00,252,-4,7,1013,SE,19.23,0,0
2010-03-04 15:00:00,226,-4,7,1014,SE,22.36,0,0
2010-03-04 16:00:00,231,-3,5,1013,NW,3.13,0,1
2010-03-04 17:00:00,222,-2,3,1013,NW,8.05,0,0
2010-03-04 18:00:00,246,-2,3,1013,cv,0.89,0,0
2010-03-04 19:00:00,261,-2,3,1014,cv,1.78,0,0
2010-03-04 20:00:00,256,-2,3,1015,NW,1.79,0,0
2010-03-04 21:00:00,255,-2,3,1016,NW,4.92,0,0
2010-03-04 22:00:00,263,-2,2,1017,NW,8.05,0,0
2010-03-04 23:00:00,269,-2,2,1018,NW,12.07,0,0
2010-03-05 0:00:00,248,-2,1,1019,NW,16.99,0,0
2010-03-05 1:00:00,89,-10,3,1020,NW,22.8,0,0
2010-03-05 2:00:00,15,-13,2,1021,NW,26.82,0,0
2010-03-05 3:00:00,19,-17,1,1022,NW,35.76,0,0
2010-03-05 4:00:00,15,-16,0,1022,NW,45.59,0,0
2010-03-05 5:00:00,13,-16,-1,1024,NW,53.64,0,0
2010-03-05 6:00:00,16,-16,-2,1026,NW,62.58,0,0
2010-03-05 7:00:00,19,-18,-3,1027,NW,71.52,0,0
2010-03-05 8:00:00,19,-19,-2,1028,NW,81.35,0,0
2010-03-05 9:00:00,24,-23,-1,1027,NW,95.21,0,0
2010-03-05 10:00:00,24,-25,0,1027,NW,105.04,0,0
2010-03-05 11:00:00,17,-25,2,1029,NW,110.85,0,0
2010-03-05 12:00:00,11,-24,2,1029,NW,116.66,0,0
2010-03-05 13:00:00,17,-25,3,1028,NW,123.81,0,0
2010-03-05 14:00:00,14,-25,3,1028,NW,130.96,0,0
2010-03-05 15:00:00,16,-25,2,1028,NE,4.92,0,0
2010-03-05 16:00:00,16,-24,3,1028,cv,1.79,0,0
2010-03-05 17:00:00,18,-25,2,1029,NE,3.13,0,0
2010-03-05 18:00:00,22,-24,1,1029,NE,6.26,0,0
2010-03-05 19:00:00,30,-24,0,1030,NE,9.39,0,0
2010-03-05 20:00:00,27,-25,0,1030,NE,12.52,0,0
2010-03-05 21:00:00,29,-23,0,1031,NE,17.44,0,0
2010-03-05 22:00:00,20,-22,-1,1032,NE,23.25,0,0
2010-03-05 23:00:00,14,-22,-2,1033,NE,29.06,0,0
2010-03-06 0:00:00,19,-22,-2,1033,NE,34.87,0,0
2010-03-06 1:00:00,16,-21,-3,1034,NE,40.68,0,0
2010-03-06 2:00:00,12,-21,-3,1034,NE,44.7,0,0
2010-03-06 3:00:00,13,-22,-4,1035,NE,49.62,0,0
2010-03-06 4:00:00,15,-22,-4,1034,NE,55.43,0,0
2010-03-06 5:00:00,11,-23,-5,1034,NE,61.24,0,0
2010-03-06 6:00:00,19,-23,-5,1035,NE,66.16,0,0
2010-03-06 7:00:00,16,-23,-5,1035,NE,71.97,0,0
2010-03-06 8:00:00,27,-22,-5,1035,NE,76.89,0,0
2010-03-06 9:00:00,23,-22,-3,1036,NE,80.91,0,0
2010-03-06 10:00:00,29,-23,-2,1036,NE,82.7,0,0
2010-03-06 11:00:00,26,-22,-1,1035,NW,1.79,0,0
2010-03-06 12:00:00,39,-22,0,1034,SE,1.79,0,0
2010-03-06 13:00:00,52,-20,1,1033,cv,3.13,0,0
2010-03-06 14:00:00,65,-18,1,1032,cv,4.92,0,0
2010-03-06 15:00:00,91,-13,2,1031,SE,4.02,0,0
2010-03-06 16:00:00,103,-13,2,1031,cv,1.79,0,0
2010-03-06 17:00:00,99,-10,1,1031,SE,3.13,0,0
2010-03-06 18:00:00,99,-9,-1,1032,SE,6.26,0,0
2010-03-06 19:00:00,103,-9,-1,1032,SE,9.39,0,0
2010-03-06 20:00:00,96,-9,-1,1033,SE,11.18,0,0
2010-03-06 21:00:00,76,-9,-3,1034,SE,12.07,0,0
2010-03-06 22:00:00,69,-9,-4,1034,SE,13.86,0,0
2010-03-06 23:00:00,83,-9,-3,1035,SE,18.78,0,0
2010-03-07 0:00:00,62,-9,-3,1035,SE,21.91,0,0
2010-03-07 1:00:00,51,-9,-4,1035,SE,25.04,0,0
2010-03-07 2:00:00,53,-9,-5,1035,SE,28.17,0,0
2010-03-07 3:00:00,68,-10,-6,1035,SE,31.3,0,0
2010-03-07 4:00:00,71,-9,-5,1035,SE,34.43,0,0
2010-03-07 5:00:00,62,-10,-5,1035,SE,37.56,0,0
2010-03-07 6:00:00,58,-10,-6,1035,SE,39.35,0,0
2010-03-07 7:00:00,69,-11,-7,1036,cv,0.45,0,0
2010-03-07 8:00:00,74,-9,-5,1037,cv,0.9,1,0
2010-03-07 9:00:00,67,-10,-3,1037,SE,1.79,0,0
2010-03-07 10:00:00,57,-10,-2,1035,SE,4.92,0,0
2010-03-07 11:00:00,69,-10,-1,1036,SE,8.05,0,0
2010-03-07 12:00:00,83,-11,0,1036,SE,11.18,0,0
2010-03-07 13:00:00,92,-11,1,1035,cv,1.79,0,0
2010-03-07 14:00:00,100,-10,0,1034,cv,3.58,0,0
2010-03-07 15:00:00,108,-11,0,1034,SE,3.13,0,0
2010-03-07 16:00:00,132,-11,0,1033,SE,6.26,0,0
2010-03-07 17:00:00,132,-12,0,1034,SE,8.05,0,0
2010-03-07 18:00:00,134,-12,-1,1034,cv,0.89,0,0
2010-03-07 19:00:00,128,-11,-1,1035,SE,1.79,0,0
2010-03-07 20:00:00,124,-10,-1,1036,cv,0.89,0,0
2010-03-07 21:00:00,116,-10,-1,1036,cv,1.78,0,0
2010-03-07 22:00:00,114,-10,-1,1036,cv,2.67,0,0
2010-03-07 23:00:00,70,-11,-3,1037,cv,3.56,0,0
2010-03-08 0:00:00,76,-5,-4,1038,SE,1.79,0,0
2010-03-08 1:00:00,68,-5,-4,1038,SE,3.58,0,0
2010-03-08 2:00:00,74,-5,-4,1038,SE,5.37,1,0
2010-03-08 3:00:00,75,-5,-4,1038,SE,7.16,2,0
2010-03-08 4:00:00,63,-5,-4,1038,SE,10.29,3,0
2010-03-08 5:00:00,73,-5,-4,1038,SE,12.08,4,0
2010-03-08 6:00:00,61,-5,-4,1038,SE,13.87,5,0
2010-03-08 7:00:00,63,-5,-4,1038,SE,15.66,6,0
2010-03-08 8:00:00,65,-6,-5,1040,SE,18.79,7,0
2010-03-08 9:00:00,43,-7,-5,1040,SE,22.81,8,0
2010-03-08 10:00:00,29,-6,-4,1041,SE,24.6,9,0
2010-03-08 11:00:00,28,-6,-3,1041,SE,26.39,10,0
2010-03-08 12:00:00,26,-6,-2,1041,SE,28.18,11,0
2010-03-08 13:00:00,29,-6,-2,1040,cv,0.45,0,0
2010-03-08 14:00:00,32,-8,-2,1039,cv,1.34,0,0
2010-03-08 15:00:00,33,-7,-2,1039,cv,2.23,0,0
2010-03-08 16:00:00,43,-7,-2,1039,NW,1.79,0,0
2010-03-08 17:00:00,50,-7,-2,1039,NW,4.92,0,0
2010-03-08 18:00:00,56,-8,-3,1039,NW,8.05,0,0
2010-03-08 19:00:00,63,-8,-2,1040,NW,12.97,0,0
2010-03-08 20:00:00,47,-8,-3,1041,NW,17.89,0,0
2010-03-08 21:00:00,27,-10,-3,1041,NW,25.04,0,0
2010-03-08 22:00:00,20,-12,-4,1042,NW,33.09,0,0
2010-03-08 23:00:00,16,-13,-4,1042,NW,40.24,0,0
2010-03-09 0:00:00,5,-15,-5,1042,NW,46.05,0,0
2010-03-09 1:00:00,7,-16,-5,1042,NW,53.2,0,0
2010-03-09 2:00:00,8,-17,-6,1042,NW,60.35,0,0
2010-03-09 3:00:00,10,-18,-6,1041,NW,67.5,0,0
2010-03-09 4:00:00,13,-19,-7,1040,NW,73.31,0,0
2010-03-09 5:00:00,11,-19,-7,1040,NW,80.46,0,0
2010-03-09 6:00:00,13,-20,-8,1039,NW,84.48,0,0
2010-03-09 7:00:00,20,-18,-8,1039,NW,88.5,0,0
2010-03-09 8:00:00,18,-18,-6,1039,NW,92.52,0,0
2010-03-09 9:00:00,18,-19,-5,1039,NW,98.33,0,0
2010-03-09 10:00:00,14,-18,-4,1038,NW,105.48,0,0
2010-03-09 11:00:00,20,-17,-3,1037,NW,112.63,0,0
2010-03-09 12:00:00,19,-15,-2,1035,NW,119.78,0,0
2010-03-09 13:00:00,20,-16,-1,1034,NW,127.83,0,0
2010-03-09 14:00:00,20,-19,0,1032,NW,136.77,0,0
2010-03-09 15:00:00,23,-20,1,1031,NW,145.71,0,0
2010-03-09 16:00:00,21,-23,1,1031,NW,154.65,0,0
2010-03-09 17:00:00,14,-22,1,1030,NW,164.48,0,0
2010-03-09 18:00:00,16,-20,0,1030,NW,170.29,0,0
2010-03-09 19:00:00,16,-18,0,1030,NW,175.21,0,0
2010-03-09 20:00:00,26,-17,-2,1030,NW,179.23,0,0
2010-03-09 21:00:00,22,-18,-2,1030,cv,0.89,0,0
2010-03-09 22:00:00,27,-13,-5,1029,cv,1.78,0,0
